...Utils file loaded	
...running on GPU	
training model with learning rate = 0.050, K = 10, J = 20, threshold = 0.010, embedding size = 50, and batch size = 200...	
Running LSTM model	
Epoch 0, epsilon = 1.000, sum(y)/len(y) = 465/1000, {Recall = 0.611404, Precision = 0.335260, F1 = 0.433056}, query = aurora	
Epoch 28, epsilon = 0.440, sum(y)/len(y) = 212/1000, {Recall = 0.441303, Precision = 0.532986, F1 = 0.482831}, query = aurora	
Epoch 29, epsilon = 0.420, sum(y)/len(y) = 389/1000, {Recall = 0.574509, Precision = 0.373870, F1 = 0.452966}, query = aurora	
Epoch 30, epsilon = 0.400, sum(y)/len(y) = 308/1000, {Recall = 0.547197, Precision = 0.450849, F1 = 0.494372}, query = aurora	
Epoch 31, epsilon = 0.380, sum(y)/len(y) = 458/1000, {Recall = 0.606612, Precision = 0.339410, F1 = 0.435276}, query = aurora	
Epoch 32, epsilon = 0.360, sum(y)/len(y) = 219/1000, {Recall = 0.446095, Precision = 0.536909, F1 = 0.487307}, query = aurora	
Epoch 33, epsilon = 0.340, sum(y)/len(y) = 406/1000, {Recall = 0.608050, Precision = 0.376670, F1 = 0.465176}, query = aurora	
Epoch 34, epsilon = 0.320, sum(y)/len(y) = 274/1000, {Recall = 0.511260, Precision = 0.473591, F1 = 0.491705}, query = aurora	
Epoch 35, epsilon = 0.300, sum(y)/len(y) = 289/1000, {Recall = 0.528031, Precision = 0.467742, F1 = 0.496061}, query = aurora	
Epoch 36, epsilon = 0.280, sum(y)/len(y) = 278/1000, {Recall = 0.504552, Precision = 0.469251, F1 = 0.486262}, query = aurora	
Epoch 37, epsilon = 0.260, sum(y)/len(y) = 333/1000, {Recall = 0.565405, Precision = 0.434783, F1 = 0.491564}, query = aurora	
Epoch 38, epsilon = 0.240, sum(y)/len(y) = 283/1000, {Recall = 0.504073, Precision = 0.454821, F1 = 0.478182}, query = aurora	
Epoch 39, epsilon = 0.220, sum(y)/len(y) = 302/1000, {Recall = 0.538093, Precision = 0.459681, F1 = 0.495806}, query = aurora	
Epoch 40, epsilon = 0.200, sum(y)/len(y) = 328/1000, {Recall = 0.553905, Precision = 0.429740, F1 = 0.483986}, query = aurora	
Epoch 41, epsilon = 0.180, sum(y)/len(y) = 354/1000, {Recall = 0.570196, Precision = 0.407255, F1 = 0.475145}, query = aurora	
Epoch 42, epsilon = 0.160, sum(y)/len(y) = 212/1000, {Recall = 0.427887, Precision = 0.503382, F1 = 0.462574}, query = aurora	
Epoch 43, epsilon = 0.140, sum(y)/len(y) = 313/1000, {Recall = 0.545759, Precision = 0.451805, F1 = 0.494358}, query = aurora	
Epoch 44, epsilon = 0.120, sum(y)/len(y) = 245/1000, {Recall = 0.467178, Precision = 0.484833, F1 = 0.475842}, query = aurora	
Epoch 45, epsilon = 0.100, sum(y)/len(y) = 305/1000, {Recall = 0.538572, Precision = 0.455614, F1 = 0.493632}, query = aurora	
Epoch 46, epsilon = 0.100, sum(y)/len(y) = 361/1000, {Recall = 0.565405, Precision = 0.398245, F1 = 0.467327}, query = aurora	
Epoch 47, epsilon = 0.100, sum(y)/len(y) = 236/1000, {Recall = 0.483469, Precision = 0.525795, F1 = 0.503744}, query = aurora	
Epoch 48, epsilon = 0.100, sum(y)/len(y) = 294/1000, {Recall = 0.518927, Precision = 0.448633, F1 = 0.481226}, query = aurora	
Epoch 49, epsilon = 0.100, sum(y)/len(y) = 330/1000, {Recall = 0.543364, Precision = 0.426156, F1 = 0.477675}, query = aurora	
Epoch 50, epsilon = 0.100, sum(y)/len(y) = 288/1000, {Recall = 0.511739, Precision = 0.448739, F1 = 0.478173}, query = aurora	
Epoch 51, epsilon = 0.100, sum(y)/len(y) = 317/1000, {Recall = 0.531385, Precision = 0.431518, F1 = 0.476272}, query = aurora	
Epoch 52, epsilon = 0.100, sum(y)/len(y) = 300/1000, {Recall = 0.536655, Precision = 0.453441, F1 = 0.491551}, query = aurora	
Epoch 53, epsilon = 0.100, sum(y)/len(y) = 284/1000, {Recall = 0.509344, Precision = 0.464801, F1 = 0.486054}, query = aurora	
Epoch 54, epsilon = 0.100, sum(y)/len(y) = 217/1000, {Recall = 0.451845, Precision = 0.529775, F1 = 0.487717}, query = aurora	
Epoch 55, epsilon = 0.100, sum(y)/len(y) = 329/1000, {Recall = 0.550072, Precision = 0.432066, F1 = 0.483980}, query = aurora	
Epoch 56, epsilon = 0.100, sum(y)/len(y) = 209/1000, {Recall = 0.444178, Precision = 0.540210, F1 = 0.487510}, query = aurora	
Epoch 57, epsilon = 0.100, sum(y)/len(y) = 332/1000, {Recall = 0.551509, Precision = 0.429798, F1 = 0.483106}, query = aurora	
Epoch 58, epsilon = 0.100, sum(y)/len(y) = 395/1000, {Recall = 0.577863, Precision = 0.376875, F1 = 0.456213}, query = aurora	
Epoch 59, epsilon = 0.100, sum(y)/len(y) = 239/1000, {Recall = 0.476761, Precision = 0.515277, F1 = 0.495271}, query = aurora	
Epoch 60, epsilon = 0.100, sum(y)/len(y) = 287/1000, {Recall = 0.528989, Precision = 0.472198, F1 = 0.498983}, query = aurora	
Epoch 61, epsilon = 0.100, sum(y)/len(y) = 241/1000, {Recall = 0.476282, Precision = 0.506110, F1 = 0.490743}, query = aurora	
Epoch 62, epsilon = 0.100, sum(y)/len(y) = 337/1000, {Recall = 0.564926, Precision = 0.433456, F1 = 0.490535}, query = aurora	
Epoch 63, epsilon = 0.100, sum(y)/len(y) = 355/1000, {Recall = 0.542405, Precision = 0.389539, F1 = 0.453435}, query = aurora	
Epoch 64, epsilon = 0.100, sum(y)/len(y) = 276/1000, {Recall = 0.509823, Precision = 0.483856, F1 = 0.496500}, query = aurora	
Epoch 65, epsilon = 0.100, sum(y)/len(y) = 278/1000, {Recall = 0.500719, Precision = 0.461572, F1 = 0.480349}, query = aurora	
Epoch 66, epsilon = 0.100, sum(y)/len(y) = 319/1000, {Recall = 0.545280, Precision = 0.445053, F1 = 0.490095}, query = aurora	
Epoch 67, epsilon = 0.100, sum(y)/len(y) = 274/1000, {Recall = 0.499760, Precision = 0.465210, F1 = 0.481866}, query = aurora	
Epoch 68, epsilon = 0.100, sum(y)/len(y) = 361/1000, {Recall = 0.563009, Precision = 0.405033, F1 = 0.471131}, query = aurora	
Epoch 69, epsilon = 0.100, sum(y)/len(y) = 235/1000, {Recall = 0.474844, Precision = 0.516684, F1 = 0.494881}, query = aurora	
Epoch 70, epsilon = 0.100, sum(y)/len(y) = 320/1000, {Recall = 0.543843, Precision = 0.442840, F1 = 0.488172}, query = aurora	
Epoch 71, epsilon = 0.100, sum(y)/len(y) = 347/1000, {Recall = 0.548634, Precision = 0.404023, F1 = 0.465353}, query = aurora	
Epoch 72, epsilon = 0.100, sum(y)/len(y) = 325/1000, {Recall = 0.555343, Precision = 0.442874, F1 = 0.492772}, query = aurora	
Epoch 73, epsilon = 0.100, sum(y)/len(y) = 279/1000, {Recall = 0.496885, Precision = 0.454625, F1 = 0.474817}, query = aurora	
Epoch 74, epsilon = 0.100, sum(y)/len(y) = 291/1000, {Recall = 0.523239, Precision = 0.461929, F1 = 0.490676}, query = aurora	
Epoch 75, epsilon = 0.100, sum(y)/len(y) = 267/1000, {Recall = 0.500719, Precision = 0.480681, F1 = 0.490495}, query = aurora	
Epoch 76, epsilon = 0.100, sum(y)/len(y) = 353/1000, {Recall = 0.569717, Precision = 0.411276, F1 = 0.477702}, query = aurora	
Epoch 77, epsilon = 0.100, sum(y)/len(y) = 234/1000, {Recall = 0.476282, Precision = 0.520147, F1 = 0.497249}, query = aurora	
Epoch 78, epsilon = 0.100, sum(y)/len(y) = 329/1000, {Recall = 0.551030, Precision = 0.426242, F1 = 0.480669}, query = aurora	
Epoch 79, epsilon = 0.100, sum(y)/len(y) = 296/1000, {Recall = 0.518448, Precision = 0.448033, F1 = 0.480675}, query = aurora	
Epoch 80, epsilon = 0.100, sum(y)/len(y) = 312/1000, {Recall = 0.536655, Precision = 0.439906, F1 = 0.483488}, query = aurora	
Epoch 81, epsilon = 0.100, sum(y)/len(y) = 308/1000, {Recall = 0.532343, Precision = 0.445291, F1 = 0.484941}, query = aurora	
Epoch 82, epsilon = 0.100, sum(y)/len(y) = 308/1000, {Recall = 0.536176, Precision = 0.444754, F1 = 0.486205}, query = aurora	
Epoch 83, epsilon = 0.100, sum(y)/len(y) = 270/1000, {Recall = 0.508385, Precision = 0.481397, F1 = 0.494523}, query = aurora	
Epoch 84, epsilon = 0.100, sum(y)/len(y) = 377/1000, {Recall = 0.575946, Precision = 0.396569, F1 = 0.469715}, query = aurora	
Epoch 85, epsilon = 0.100, sum(y)/len(y) = 254/1000, {Recall = 0.494490, Precision = 0.500242, F1 = 0.497349}, query = aurora	
Epoch 86, epsilon = 0.100, sum(y)/len(y) = 356/1000, {Recall = 0.556301, Precision = 0.406655, F1 = 0.469850}, query = aurora	
Epoch 87, epsilon = 0.100, sum(y)/len(y) = 244/1000, {Recall = 0.492094, Precision = 0.512219, F1 = 0.501955}, query = aurora	
Epoch 88, epsilon = 0.100, sum(y)/len(y) = 289/1000, {Recall = 0.517968, Precision = 0.466552, F1 = 0.490917}, query = aurora	
Epoch 89, epsilon = 0.100, sum(y)/len(y) = 354/1000, {Recall = 0.567801, Precision = 0.405961, F1 = 0.473432}, query = aurora	
Epoch 90, epsilon = 0.100, sum(y)/len(y) = 298/1000, {Recall = 0.517010, Precision = 0.449583, F1 = 0.480945}, query = aurora	
Epoch 91, epsilon = 0.100, sum(y)/len(y) = 273/1000, {Recall = 0.514135, Precision = 0.480304, F1 = 0.496644}, query = aurora	
Epoch 92, epsilon = 0.100, sum(y)/len(y) = 305/1000, {Recall = 0.528989, Precision = 0.447507, F1 = 0.484848}, query = aurora	
Epoch 93, epsilon = 0.100, sum(y)/len(y) = 351/1000, {Recall = 0.570196, Precision = 0.411054, F1 = 0.477720}, query = aurora	
Epoch 94, epsilon = 0.100, sum(y)/len(y) = 273/1000, {Recall = 0.509823, Precision = 0.480795, F1 = 0.494884}, query = aurora	
Epoch 95, epsilon = 0.100, sum(y)/len(y) = 303/1000, {Recall = 0.529468, Precision = 0.444489, F1 = 0.483271}, query = aurora	
Epoch 96, epsilon = 0.100, sum(y)/len(y) = 298/1000, {Recall = 0.532343, Precision = 0.459851, F1 = 0.493449}, query = aurora	
Epoch 97, epsilon = 0.100, sum(y)/len(y) = 311/1000, {Recall = 0.532822, Precision = 0.436592, F1 = 0.479931}, query = aurora	
Epoch 98, epsilon = 0.100, sum(y)/len(y) = 298/1000, {Recall = 0.530906, Precision = 0.458799, F1 = 0.492226}, query = aurora	
Epoch 99, epsilon = 0.100, sum(y)/len(y) = 346/1000, {Recall = 0.548155, Precision = 0.401968, F1 = 0.463815}, query = aurora	
Epoch 100, epsilon = 0.100, sum(y)/len(y) = 250/1000, {Recall = 0.491136, Precision = 0.509443, F1 = 0.500122}, query = aurora	
Epoch 101, epsilon = 0.100, sum(y)/len(y) = 324/1000, {Recall = 0.544322, Precision = 0.426747, F1 = 0.478417}, query = aurora	
Epoch 102, epsilon = 0.100, sum(y)/len(y) = 272/1000, {Recall = 0.513177, Precision = 0.489712, F1 = 0.501170}, query = aurora	
Epoch 103, epsilon = 0.100, sum(y)/len(y) = 324/1000, {Recall = 0.543843, Precision = 0.425412, F1 = 0.477392}, query = aurora	
Epoch 104, epsilon = 0.100, sum(y)/len(y) = 314/1000, {Recall = 0.545759, Precision = 0.448249, F1 = 0.492221}, query = aurora	
Epoch 105, epsilon = 0.100, sum(y)/len(y) = 343/1000, {Recall = 0.553426, Precision = 0.410302, F1 = 0.471236}, query = aurora	
Epoch 106, epsilon = 0.100, sum(y)/len(y) = 324/1000, {Recall = 0.528510, Precision = 0.424394, F1 = 0.470764}, query = aurora	
Epoch 107, epsilon = 0.100, sum(y)/len(y) = 252/1000, {Recall = 0.492094, Precision = 0.501955, F1 = 0.496976}, query = aurora	
Epoch 108, epsilon = 0.100, sum(y)/len(y) = 297/1000, {Recall = 0.526114, Precision = 0.453157, F1 = 0.486918}, query = aurora	
Epoch 109, epsilon = 0.100, sum(y)/len(y) = 294/1000, {Recall = 0.527552, Precision = 0.455147, F1 = 0.488682}, query = aurora	
Epoch 110, epsilon = 0.100, sum(y)/len(y) = 241/1000, {Recall = 0.484907, Precision = 0.516590, F1 = 0.500247}, query = aurora	
Epoch 111, epsilon = 0.100, sum(y)/len(y) = 313/1000, {Recall = 0.533301, Precision = 0.436129, F1 = 0.479845}, query = aurora	
Epoch 112, epsilon = 0.100, sum(y)/len(y) = 300/1000, {Recall = 0.521802, Precision = 0.444127, F1 = 0.479841}, query = aurora	
Epoch 113, epsilon = 0.100, sum(y)/len(y) = 247/1000, {Recall = 0.478198, Precision = 0.493571, F1 = 0.485763}, query = aurora	
Epoch 114, epsilon = 0.100, sum(y)/len(y) = 248/1000, {Recall = 0.476761, Precision = 0.500755, F1 = 0.488463}, query = aurora	
Epoch 115, epsilon = 0.100, sum(y)/len(y) = 262/1000, {Recall = 0.506948, Precision = 0.491636, F1 = 0.499174}, query = aurora	
Epoch 116, epsilon = 0.100, sum(y)/len(y) = 287/1000, {Recall = 0.515093, Precision = 0.465368, F1 = 0.488970}, query = aurora	
Epoch 117, epsilon = 0.100, sum(y)/len(y) = 297/1000, {Recall = 0.539530, Precision = 0.457724, F1 = 0.495272}, query = aurora	
Epoch 118, epsilon = 0.100, sum(y)/len(y) = 320/1000, {Recall = 0.541447, Precision = 0.439518, F1 = 0.485187}, query = aurora	
Epoch 119, epsilon = 0.100, sum(y)/len(y) = 287/1000, {Recall = 0.514135, Precision = 0.450273, F1 = 0.480089}, query = aurora	
Epoch 120, epsilon = 0.100, sum(y)/len(y) = 275/1000, {Recall = 0.511260, Precision = 0.479335, F1 = 0.494783}, query = aurora	
Epoch 121, epsilon = 0.100, sum(y)/len(y) = 280/1000, {Recall = 0.508385, Precision = 0.461505, F1 = 0.483812}, query = aurora	
Epoch 122, epsilon = 0.100, sum(y)/len(y) = 310/1000, {Recall = 0.538093, Precision = 0.444929, F1 = 0.487096}, query = aurora	
Epoch 123, epsilon = 0.100, sum(y)/len(y) = 273/1000, {Recall = 0.500240, Precision = 0.466696, F1 = 0.482886}, query = aurora	
Epoch 124, epsilon = 0.100, sum(y)/len(y) = 316/1000, {Recall = 0.541447, Precision = 0.440203, F1 = 0.485604}, query = aurora	
Epoch 125, epsilon = 0.100, sum(y)/len(y) = 273/1000, {Recall = 0.500240, Precision = 0.466696, F1 = 0.482886}, query = aurora	
Epoch 126, epsilon = 0.100, sum(y)/len(y) = 406/1000, {Recall = 0.588884, Precision = 0.371299, F1 = 0.455438}, query = aurora	
Epoch 127, epsilon = 0.100, sum(y)/len(y) = 209/1000, {Recall = 0.434595, Precision = 0.537004, F1 = 0.480403}, query = aurora	
Epoch 128, epsilon = 0.100, sum(y)/len(y) = 331/1000, {Recall = 0.552468, Precision = 0.426721, F1 = 0.481520}, query = aurora	
Epoch 129, epsilon = 0.100, sum(y)/len(y) = 224/1000, {Recall = 0.454241, Precision = 0.512156, F1 = 0.481463}, query = aurora	
Epoch 130, epsilon = 0.100, sum(y)/len(y) = 312/1000, {Recall = 0.543364, Precision = 0.443315, F1 = 0.488267}, query = aurora	
Epoch 131, epsilon = 0.100, sum(y)/len(y) = 250/1000, {Recall = 0.477719, Precision = 0.489445, F1 = 0.483511}, query = aurora	
Epoch 132, epsilon = 0.100, sum(y)/len(y) = 309/1000, {Recall = 0.540010, Precision = 0.445983, F1 = 0.488513}, query = aurora	
Epoch 133, epsilon = 0.100, sum(y)/len(y) = 309/1000, {Recall = 0.529468, Precision = 0.440590, F1 = 0.480958}, query = aurora	
Epoch 134, epsilon = 0.100, sum(y)/len(y) = 327/1000, {Recall = 0.546239, Precision = 0.425850, F1 = 0.478589}, query = aurora	
Epoch 135, epsilon = 0.100, sum(y)/len(y) = 222/1000, {Recall = 0.460470, Precision = 0.525137, F1 = 0.490682}, query = aurora	
Epoch 136, epsilon = 0.100, sum(y)/len(y) = 293/1000, {Recall = 0.533781, Precision = 0.471036, F1 = 0.500449}, query = aurora	
Epoch 137, epsilon = 0.100, sum(y)/len(y) = 233/1000, {Recall = 0.477719, Precision = 0.517922, F1 = 0.497009}, query = aurora	
Epoch 138, epsilon = 0.100, sum(y)/len(y) = 353/1000, {Recall = 0.568759, Precision = 0.416053, F1 = 0.480567}, query = aurora	
Epoch 139, epsilon = 0.100, sum(y)/len(y) = 211/1000, {Recall = 0.459032, Precision = 0.544318, F1 = 0.498050}, query = aurora	
Epoch 140, epsilon = 0.100, sum(y)/len(y) = 314/1000, {Recall = 0.540968, Precision = 0.446422, F1 = 0.489168}, query = aurora	
Epoch 141, epsilon = 0.100, sum(y)/len(y) = 272/1000, {Recall = 0.518927, Precision = 0.477093, F1 = 0.497131}, query = aurora	
Epoch 142, epsilon = 0.100, sum(y)/len(y) = 277/1000, {Recall = 0.517010, Precision = 0.477434, F1 = 0.496434}, query = aurora	
Epoch 143, epsilon = 0.100, sum(y)/len(y) = 245/1000, {Recall = 0.496406, Precision = 0.508092, F1 = 0.502181}, query = aurora	
Epoch 144, epsilon = 0.100, sum(y)/len(y) = 309/1000, {Recall = 0.535218, Precision = 0.449859, F1 = 0.488840}, query = aurora	
Epoch 145, epsilon = 0.100, sum(y)/len(y) = 248/1000, {Recall = 0.496406, Precision = 0.504382, F1 = 0.500362}, query = aurora	
Epoch 146, epsilon = 0.100, sum(y)/len(y) = 310/1000, {Recall = 0.535697, Precision = 0.448816, F1 = 0.488423}, query = aurora	
Epoch 147, epsilon = 0.100, sum(y)/len(y) = 247/1000, {Recall = 0.496406, Precision = 0.506849, F1 = 0.501573}, query = aurora	
Epoch 148, epsilon = 0.100, sum(y)/len(y) = 310/1000, {Recall = 0.535697, Precision = 0.448816, F1 = 0.488423}, query = aurora	
Epoch 149, epsilon = 0.100, sum(y)/len(y) = 247/1000, {Recall = 0.496406, Precision = 0.506849, F1 = 0.501573}, query = aurora	
Epoch 150, epsilon = 0.100, sum(y)/len(y) = 310/1000, {Recall = 0.535697, Precision = 0.448816, F1 = 0.488423}, query = aurora	
Epoch 151, epsilon = 0.100, sum(y)/len(y) = 247/1000, {Recall = 0.496406, Precision = 0.506849, F1 = 0.501573}, query = aurora	
Epoch 152, epsilon = 0.100, sum(y)/len(y) = 399/1000, {Recall = 0.588404, Precision = 0.381485, F1 = 0.462872}, query = aurora	
Epoch 153, epsilon = 0.100, sum(y)/len(y) = 253/1000, {Recall = 0.479636, Precision = 0.487342, F1 = 0.483458}, query = aurora	
Epoch 154, epsilon = 0.100, sum(y)/len(y) = 261/1000, {Recall = 0.496406, Precision = 0.497360, F1 = 0.496882}, query = aurora	
Epoch 155, epsilon = 0.100, sum(y)/len(y) = 226/1000, {Recall = 0.478678, Precision = 0.535657, F1 = 0.505567}, query = aurora	
Epoch 156, epsilon = 0.100, sum(y)/len(y) = 393/1000, {Recall = 0.582175, Precision = 0.378505, F1 = 0.458750}, query = aurora	
Epoch 157, epsilon = 0.100, sum(y)/len(y) = 207/1000, {Recall = 0.435553, Precision = 0.538188, F1 = 0.481462}, query = aurora	
Epoch 158, epsilon = 0.100, sum(y)/len(y) = 288/1000, {Recall = 0.519885, Precision = 0.466667, F1 = 0.491840}, query = aurora	
Epoch 159, epsilon = 0.100, sum(y)/len(y) = 292/1000, {Recall = 0.522281, Precision = 0.457599, F1 = 0.487805}, query = aurora	
Epoch 160, epsilon = 0.100, sum(y)/len(y) = 312/1000, {Recall = 0.535218, Precision = 0.443430, F1 = 0.485020}, query = aurora	
Epoch 161, epsilon = 0.100, sum(y)/len(y) = 320/1000, {Recall = 0.531864, Precision = 0.425613, F1 = 0.472843}, query = aurora	
Epoch 162, epsilon = 0.100, sum(y)/len(y) = 284/1000, {Recall = 0.517010, Precision = 0.472003, F1 = 0.493483}, query = aurora	
Epoch 163, epsilon = 0.100, sum(y)/len(y) = 275/1000, {Recall = 0.508385, Precision = 0.472185, F1 = 0.489617}, query = aurora	
Epoch 164, epsilon = 0.100, sum(y)/len(y) = 333/1000, {Recall = 0.540968, Precision = 0.417684, F1 = 0.471399}, query = aurora	
Epoch 165, epsilon = 0.100, sum(y)/len(y) = 323/1000, {Recall = 0.551989, Precision = 0.433898, F1 = 0.485871}, query = aurora	
Epoch 166, epsilon = 0.100, sum(y)/len(y) = 301/1000, {Recall = 0.517010, Precision = 0.445132, F1 = 0.478386}, query = aurora	
Epoch 167, epsilon = 0.100, sum(y)/len(y) = 289/1000, {Recall = 0.519885, Precision = 0.459551, F1 = 0.487860}, query = aurora	
Epoch 168, epsilon = 0.100, sum(y)/len(y) = 310/1000, {Recall = 0.528989, Precision = 0.440367, F1 = 0.480627}, query = aurora	
Epoch 169, epsilon = 0.100, sum(y)/len(y) = 282/1000, {Recall = 0.514614, Precision = 0.464533, F1 = 0.488293}, query = aurora	
Epoch 170, epsilon = 0.100, sum(y)/len(y) = 315/1000, {Recall = 0.532343, Precision = 0.437229, F1 = 0.480121}, query = aurora	
Epoch 171, epsilon = 0.100, sum(y)/len(y) = 331/1000, {Recall = 0.530906, Precision = 0.412971, F1 = 0.464570}, query = aurora	
Epoch 172, epsilon = 0.100, sum(y)/len(y) = 281/1000, {Recall = 0.519885, Precision = 0.485025, F1 = 0.501850}, query = aurora	
Epoch 173, epsilon = 0.100, sum(y)/len(y) = 341/1000, {Recall = 0.544801, Precision = 0.410321, F1 = 0.468094}, query = aurora	
Epoch 174, epsilon = 0.100, sum(y)/len(y) = 272/1000, {Recall = 0.494011, Precision = 0.465883, F1 = 0.479535}, query = aurora	
Epoch 175, epsilon = 0.100, sum(y)/len(y) = 353/1000, {Recall = 0.576425, Precision = 0.418726, F1 = 0.485081}, query = aurora	
Epoch 176, epsilon = 0.100, sum(y)/len(y) = 267/1000, {Recall = 0.486344, Precision = 0.467526, F1 = 0.476750}, query = aurora	
Epoch 177, epsilon = 0.100, sum(y)/len(y) = 318/1000, {Recall = 0.545759, Precision = 0.440619, F1 = 0.487586}, query = aurora	
Epoch 178, epsilon = 0.100, sum(y)/len(y) = 285/1000, {Recall = 0.503115, Precision = 0.452002, F1 = 0.476190}, query = aurora	
Epoch 179, epsilon = 0.100, sum(y)/len(y) = 314/1000, {Recall = 0.541926, Precision = 0.443182, F1 = 0.487605}, query = aurora	
Epoch 180, epsilon = 0.100, sum(y)/len(y) = 349/1000, {Recall = 0.548155, Precision = 0.404526, F1 = 0.465514}, query = aurora	
Epoch 181, epsilon = 0.100, sum(y)/len(y) = 258/1000, {Recall = 0.495927, Precision = 0.493562, F1 = 0.494742}, query = aurora	
Epoch 182, epsilon = 0.100, sum(y)/len(y) = 291/1000, {Recall = 0.513177, Precision = 0.450378, F1 = 0.479731}, query = aurora	
Epoch 183, epsilon = 0.100, sum(y)/len(y) = 292/1000, {Recall = 0.526114, Precision = 0.462705, F1 = 0.492377}, query = aurora	
Epoch 184, epsilon = 0.100, sum(y)/len(y) = 349/1000, {Recall = 0.552468, Precision = 0.404136, F1 = 0.466802}, query = aurora	
Epoch 185, epsilon = 0.100, sum(y)/len(y) = 293/1000, {Recall = 0.517489, Precision = 0.450939, F1 = 0.481928}, query = aurora	
Epoch 186, epsilon = 0.100, sum(y)/len(y) = 247/1000, {Recall = 0.478678, Precision = 0.504291, F1 = 0.491150}, query = aurora	
Epoch 187, epsilon = 0.100, sum(y)/len(y) = 262/1000, {Recall = 0.493531, Precision = 0.482888, F1 = 0.488152}, query = aurora	
